"dataset_name","resultID","runID","assayID","pcrChemistryID","extractID","wellLocation","sampleName","copyNumber","control","userProvidedThresholdValue","CqvaluewithUserThreshold","systemCalculatedThresholdValue","systemCalculatedCqValue","userProvidedCqValue","CqIntensitySystemCalculated","rSquared","Cycle_Number1","Cycle_Number2","Cycle_Number3","Cycle_Number4","Cycle_Number5","Cycle_Number6","Cycle_Number7","Cycle_Number8","Cycle_Number9","Cycle_Number10","Cycle_Number11","Cycle_Number12","Cycle_Number13","Cycle_Number14","Cycle_Number15","Cycle_Number16","Cycle_Number17","Cycle_Number18","Cycle_Number19","Cycle_Number20","Cycle_Number21","Cycle_Number22","Cycle_Number23","Cycle_Number24","Cycle_Number25","Cycle_Number26","Cycle_Number27","Cycle_Number28","Cycle_Number29","Cycle_Number30","Cycle_Number31","Cycle_Number32","Cycle_Number33","Cycle_Number34","Cycle_Number35","Cycle_Number36","Cycle_Number37","Cycle_Number38","Cycle_Number39","Cycle_Number40","Cycle_Number41","Cycle_Number42","Cycle_Number43","Cycle_Number44","Cycle_Number45","Cycle_Number46","Cycle_Number47","Cycle_Number48","Cycle_Number49","Cycle_Number50","Cycle_Number51","Cycle_Number52","Cycle_Number53","Cycle_Number54","Cycle_Number55","Cycle_Number56","Cycle_Number57","Cycle_Number58","Cycle_Number59","Cycle_Number60","Cycle_Number61","Cycle_Number62","Cycle_Number63","Cycle_Number64","Cycle_Number65","Cycle_Number66","Cycle_Number67","Cycle_Number68","Cycle_Number69","Cycle_Number70","runRecordedBy","runDate","runTime","runPlatform","machineID","reactionConditions","reactionVolume","templateAmount","forwardPrimerBatch","reversePrimerBatch","dNTPConcentration","primerConcentration","probeConcentration","Mg2+Concentration","polymeraseBatch","polymeraseConcentrations","thermocyclerParameters","pcrDataNotes","taxonID","establishmentMeans","assayName","assayOwnership","assayDescription","assayCitation","assayDate","geneTarget","geneSymbol","dilutions","replicates","primerR","primerF","probe","ampliconLength (bp)","probeFluorescentTag","dye(s)","quencher","probeModification","kingdom","phylum","class","order","family","genus","subgenus","species","vernacularName","organismScope","replicateID","extractName","analyst","extractionDate","extractionTime","location","extractionMethod","methodCitation","extractionNotes","tubePlateID","frozen","fixed","dnaStorageLocation","extractMethodOfStorage","dnaVolume","quantificationMethod","concentration(ng/ul)","stationID","collectorName","replicateName","collectionDate","collectionTime","storageID","DateOfStorage","methodOfStorage","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","flowRate(m/s)","filterType","filtrationDuration(mins)","volumeFiltered","processLocation","replicationNumber","riparianVegetationPercentageCover","dissolvedOxygen(mg/L)","waterTemperature(C)","pH","TSS(mg/L)","EC(uS/cm)","turbidity(NTU)","discharge","tide","chlorophyl","salinity(ppt)","contaminants(ng/g)","traceMetals(mg/kg)","organicContent(%)","microbialActivity","grainSize","replicateDataNotes","siteID","stationName","decimalLongitude","decimalLatitude","geographicRegionID","locality","estimatedPerimeter","estimatedSurfaceArea(m2)","siteType","siteLength(m2)","projectID","continent","country","stateProvince","municipality","projectCreationDate","projectName","projectRecordedBy","projectOwner","projectContactEmail","projectDescription","InstitutionID","projectDataNotes","standardCurveID","standardCurveName","SCdate","SCrecordedBy","SCdataNotes"
"sadfg",NULL,"A","A","A","K","A11","93 A","NA",NULL,NULL,"No Threshold Value Provided by User","Unable to Determine Threshold",40,NULL,"None > 40","NA","9.160621","9.331572","9.346309","9.361046","9.36252","9.387573","9.378731","9.406731","9.403784","9.439153","9.478943","9.481891","9.498102","9.521681","9.555577","9.573261","9.576209","9.601262","9.63221","9.644","9.655789","9.657263","9.677895","9.700001","9.702948","9.700001","9.714738","9.736844","9.739791","9.757476","9.754528","9.767792","9.781055","9.800214","9.78695","9.800214","9.822319","9.828214","9.832635","9.840004",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"K","EE-18-093","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"C","Tzitziki","93 A",2018-06-11,NULL,"EE-18-093",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.8,18.8,4.5,NULL,NULL,0.0175,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Lower Mersey R.",-65.178066,44.284523,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","L","A12","94 A","NA",NULL,NULL,"No Threshold Value Provided by User","10.153906",36.8200266597518,NULL,"30 <= Weak < 40","NA","8.755349","8.917458","8.9543","8.974932","8.980827","9.007354","9.001459","9.016197","9.005881","9.02946","9.054513","9.061882","9.072198","9.09283","9.123778","9.137041","9.157673","9.1842","9.222517","9.237254","9.253465","9.265255","9.279992","9.313887","9.319782","9.321256","9.337467","9.36252","9.37431","9.389047","9.396415","9.42589","9.455364","9.515786","9.604209","9.795792","10.153906","10.713918","11.474355","12.377743",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"L","EE-18-094","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"D","Tzitziki","94 A",2018-06-11,NULL,"EE-18-094",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.6,20.8,4.51,NULL,NULL,0.01758,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Black Rattle",-65.171061,44.309693,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","M","B01","95 A","NA",NULL,NULL,"No Threshold Value Provided by User","Unable to Determine Threshold",40,NULL,"None > 40","NA","9.431785","9.615999","9.646947","9.677895","9.682316","9.698527","9.707369","9.720633","9.728002","9.753055","9.766318","9.779582","9.781055","9.78695","9.797266","9.801687","9.81053","9.829688","9.854741","9.863583","9.878321","9.885689","9.907795","9.947585","9.95348","9.947585","9.974112","10.006534","10.040429","10.049272","10.077272","10.097904","10.117063","10.125905","10.133274","10.148011","10.177485","10.168643","10.187801","10.192222",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"M","EE-18-095","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"D","Tzitziki","95 A",2018-06-11,NULL,"EE-18-095",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.6,20.8,4.51,NULL,NULL,0.01758,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Black Rattle",-65.171061,44.309693,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","N","B02","96 A","NA",NULL,NULL,"No Threshold Value Provided by User","Unable to Determine Threshold",40,NULL,"None > 40","NA","9.520208","9.68379","9.711791","9.729475","9.73537","9.764844","9.761897","9.791371","9.816425","9.840004","9.860636","9.888637","9.89011","9.910742","9.92548","9.946112","9.957901","9.984428","10.008008","10.01685","10.034535","10.031587","10.058114","10.081693","10.077272","10.06843","10.087588","10.105273","10.130326","10.128852","10.142116","10.153906","10.167169","10.165695","10.164222","10.173064","10.201064","10.180432","10.201064","10.198117",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"N","EE-18-096","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"D","Tzitziki","96 A",2018-06-11,NULL,"EE-18-096",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.6,20.8,4.51,NULL,NULL,0.01758,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Black Rattle",-65.171061,44.309693,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","O","B03","97 A","NA",NULL,NULL,"No Threshold Value Provided by User","10.95266",37.8614384886531,NULL,"30 <= Weak < 40","NA","9.1562","9.324203","9.32273","9.355151","9.353678","9.37431","9.375783","9.378731","9.383152","9.396415","9.411153","9.412626","9.412626","9.421469","9.436206","9.443574","9.445048","9.468627","9.501049","9.499575","9.508418","9.51726","9.527576","9.554103","9.555577","9.555577","9.56884","9.595367","9.614525","9.633684","9.667579","9.700001","9.744212","9.804635","9.893058","10.084641","10.436859","10.95266","11.682149","12.532484",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"O","EE-18-097","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"D","Tzitziki","97 A",2018-06-11,NULL,"EE-18-097",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.6,20.8,4.51,NULL,NULL,0.01758,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Black Rattle",-65.171061,44.309693,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","P","B04","99 A","NA",NULL,NULL,"No Threshold Value Provided by User","9.243149",4.25798119753534,NULL,"0 < Very strong < 10","NA","8.979354","9.188621","9.237254","9.243149","9.24757","9.268202","9.257886","9.279992","9.285887","9.297676","9.303571","9.316835","9.297676","9.305045","9.306519","9.309466","9.303571","9.321256","9.333046","9.340414","9.346309","9.341888","9.353678","9.377257","9.383152","9.381678","9.397889","9.421469","9.449469","9.46568","9.493681","9.526102","9.55705","9.598314","9.651368","9.791371","10.05664","10.463386","11.086768","11.886996",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"P","EE-18-099","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"D","Tzitziki","99 A",2018-06-11,NULL,"EE-18-099",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.6,20.8,4.51,NULL,NULL,0.01758,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Black Rattle",-65.171061,44.309693,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","Q","B05","84 B","NA",NULL,NULL,"No Threshold Value Provided by User","Unable to Determine Threshold",40,NULL,"None > 40","NA","9.365467","9.493681","9.498102","9.526102","9.518734","9.536418","9.524629","9.554103","9.534945","9.55705","9.571788","9.587998","9.565893","9.586525","9.596841","9.610104","9.608631","9.621894","9.629263","9.644","9.652842","9.641052","9.673474","9.682316","9.676421","9.674948","9.689685","9.702948","9.717686","9.713264","9.716212","9.719159","9.739791","9.742739","9.732423","9.742739","9.77516","9.756002","9.770739","9.781055",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"Q","EE-18-084","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"B","Tzitziki","84 B",2018-06-11,NULL,"EE-18-084",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.7,16.2,4.3,NULL,NULL,0.0169,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Lower Peskowesk Br.",-65.188016,44.28381,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","R","B06","85 B","NA",NULL,NULL,"No Threshold Value Provided by User","Unable to Determine Threshold",40,NULL,"None > 40","NA","9.866531","10.008008","9.971165","9.980007","9.968217","10.024219","10.010955","10.031587","10.002113","10.021271","10.038956","10.05664","10.040429","10.061061","10.087588","10.103799","10.127379","10.155379","10.190748","10.208433","10.239381","10.243802","10.273277","10.305698","10.310119","10.313067","10.346962","10.367594","10.388226","10.392648","10.41328","10.414753","10.435385","10.445701","10.429491","10.439807","10.470755","10.456017","10.467807","10.472228",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"R","EE-18-085","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"B","Tzitziki","85 B",2018-06-11,NULL,"EE-18-085",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.7,16.2,4.3,NULL,NULL,0.0169,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Lower Peskowesk Br.",-65.188016,44.28381,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","S","B07","86 B","NA",NULL,NULL,"No Threshold Value Provided by User","Unable to Determine Threshold",40,NULL,"None > 40","NA","8.597661","8.706716","8.73619","8.752401","8.755349","8.749454","8.750928","8.924826","8.886509","8.915984","8.932195","8.960195","8.952827","8.976406","9.001459","9.016197","9.032407","9.051566","9.076619","9.079566","9.098725","9.095777","9.109041","9.128199","9.126725","9.134094","9.145884","9.162094","9.181253","9.182726","9.198937","9.206306","9.225464","9.226938","9.212201","9.225464","9.244623","9.237254","9.244623","9.25936",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"S","EE-18-086","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"B","Tzitziki","86 B",2018-06-11,NULL,"EE-18-086",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.7,16.2,4.3,NULL,NULL,0.0169,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Lower Peskowesk Br.",-65.188016,44.28381,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
"sadfg",NULL,"A","A","A","T","B08","87 B","NA",NULL,NULL,"No Threshold Value Provided by User","Unable to Determine Threshold",40,NULL,"None > 40","NA","9.039776","9.173884","9.142936","9.334519","9.176832","9.170937","9.182726","9.1842","9.200411","9.24757","9.278518","9.31094","9.31094","9.335993","9.372836","9.394942","9.418521","9.442101","9.46568","9.478943","9.492207","9.501049","9.518734","9.543787","9.542313","9.551156","9.562945","9.582104","9.602736","9.607157","9.614525","9.630736","9.648421","9.649895","9.641052","9.654316","9.676421","9.672","9.680843","9.692632",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzitziki Loeza-Quintana",NULL,NULL,"MIC","M0000646",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hold at 95°C for 02:00, Cycle 40 times acquiring on Green, Hold at 95°C for 00:15, Hold at 60°C for 00:45, Acquire data",NULL,8038,"Endangered","Southern Pike","Precision Biomonitoring","Targeted qPCR assay targeting 90 bp region of mitochondrial brook trout genome","https://precisionbiomonitoring.com",2018-06-11,"Cytochrome B","CytB",NULL,5,NULL,NULL,NULL,194,"FAM™",NULL,NULL,NULL,"animalia","chordata","Actinopterygii","Esociformes","Esocidae","Esox",NULL,"niger","Chain pickerel",NULL,"T","EE-18-087","Tzitziki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"qPCR on mic",NULL,"B","Tzitziki","87 B",2018-06-11,NULL,"EE-18-087",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.7,16.2,4.3,NULL,NULL,0.0169,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,"A","Lower Peskowesk Br.",-65.188016,44.28381,"A","Kejimkujik National Park",NULL,4.04e+08,"Lake",NULL,"Keji","North America","Canada","Nova Scotia","Annapolis",2018-06-20,"Kejimkujik National Park eDNA","Abi Yogasekaram","Tzitziki","tloezaqu@uoguelph.ca","Blandings Turtle Detection","University of Guelph",NULL,"A","Chain_Pickerel_SC",2018-07-30,"Tzitziki",NULL
